PC ® Double Decker beef burgers,$8.99,1,,,,frozen 600 g,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
PC ® Double Decker burger buns,$2.99,1,,,,pkg of 4,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
PC ® Free From ® Loads of beef burgers,$11.99,1,,,,selected varieties frozen 852 g,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
PC ® Free From ® or Blue Menu ® Free From ® Angus beef burgers,$12.99,1,,,,frozen 1.02/kg,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
PC ® fresh condiments,$5,2,,,$2.50,selected varieties 250 mL,,2 for $5 or $2.50 each,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
PC ® Gigantico™ hamburger buns or Street Dog™ long hot dog buns,$2.99,1,,,,pkg of 6/8,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
PC ® or Blue Menu ® sliced cheese,$4.99,1,,,,selected varieties 120-170 g,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
PC ® world’s best meatless burgers or Thick & Juicy™ portobello Swiss vegetarian burger,$5.99,1,,,,frozen 568 g,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
saltbush boneless lamb leg,$9.99,1,,lb,,22.02/kg,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
squid cuttlefish ink,$17.99,1,,,,refrigerated 90 g,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
venison rib rack fresh,$19.99,1,,lb,,44.07/kg,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
beef oxtail,$7.99,1,,lb,,pre-packaged  17.61/kg,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Charras corn chips,$2.79,1,,,,selected varieties 350 g,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Cock chili chicken sauce,$2.29,1,,,,650 mL,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
cooked shrimp,$9.99,1,,,,61-70 per lb frozen 454 g,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
dragonfruit,$2.99,1,,,,product of Vietnam each,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Garden wafers,$1.99,1,,,,selected varieties 200 g,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
garlic,69¢,1,,,,product of China pkg of 3,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Grace coconut water,79¢,1,,,,selected varieties 310 mL,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Grace Island soda,79¢,1,,,,selected varieties 355 mL,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Grace jerk sauce marinade,$3.49,1,,,,350 mL,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Irini Giant green olives,$6.99,1,,,,1.5 L,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
La Costeña salsa dip,$2.29,1,,,,selected varieties 453 g,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Paldo aloe drink,$2.29,1,,,,selected varieties 1.5 L,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
PC® halloom cheese,$6.99,1,,,,250 g,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
PC® plumcots,$3.99,1,,lb,,"product of U.S.A., no. 1 grade  8.80/kg",,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Rooster Brand Premium scented rice,$11.98,1,,,,8 kg,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Sufra Halal beef burgers,$9.99,1,,,,selected varieties frozen 907 g,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Sufra Halal chicken strips or nuggets,$7.99,1,,,,frozen 908 g,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Sunrise tofu,$1.29,1,,,,"soft, medium or extra firm 300-454 g from",,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Surati snacks,$2.79,1,,,,selected varieties 341 g,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
T&T ® coconut or pandan coconut walnut bread,$2.49,1,,,,selected varieties 535 g,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
T&T cashews,$12.99,1,,,,salted 800 g,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
T&T® tropical cake,$1.49,1,,,,selected varieties 180 g,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Dad's,$2.79,1,,,,250-350 g or Peek Freans 256-350 g cookies selected varieties,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Danone Danette dairy dessert,$2.79,1,,,,4x100 g or IÖGO Nano fresh cheese 6x60 g or Zip yogurt 8x60 g selected varieties,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Dare Cookie Chips,$2.49,1,,,,170 g Bear Paws 168-270 g or Wagon Wheels 315/342 g cookies selected varieties,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Donut House k-cups,$7.99,1,,,,pkg of 12 or Van Houtte roast and ground coffee 280/300 g selected varieties,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Dr. Oetker Panebello or Ristorante pizza,$4.99,1,,,,selected varieties frozen 320-450 g,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
"Five Alive, Frutopia or Nestea lemon iced tea beverages",$4,2,,,$2.49,selected varieties 1.75 L,,2 for $4 or $2.49 each,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Five Roses,$4.99,1,,,,2.5 kg or Robin Hood 1.8/2.5 kg flour selected varieties,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Frank’s RedHot sauce,$3.49,1,,,,354 mL or Heinz yellow mustard 550 mL selected varieties,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Gay Lea spreadables,$3.99,1,,,,selected varieties 227 g,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
General Mills cereal,$3.99,1,,,,290-395 g or Nature Valley granola 310 g selected varieties,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
"High Liner Signature, Pan-Seared fish or Captain’s Crew strips or nuggets",$9.99,1,,,,selected varieties frozen 500-750 g,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
International Delight,$2.99,1,,,,473 mL or Bailey's coffee whitener 400 mL selected varieties,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
"IÖGO Original, 0% or Probio yogurt",$2.99,1,,,,selected varieties 650 g,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
"Knorr classic gravy, sauce mix or pasta sauce",$4.98,3,,,$1.66,selected varieties 26-60 g,,3 for $4.98 or $1.66 each,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Knorr soup mix,$5,4,,,$1.25,40-83 g or SideKicks 111-167 g Lipton soup 2’s or Cup-A-Soup 4’s selected varieties,,4 for $5 or $1.25 each,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
McCain Pizza Pockets,$2.99,1,,,,400 g or Michelina’s Pizza Snax 496 g selected varieties frozen,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
"Minute Maid Five Alive, Lemonade, Fruitopia or Nestea iced tea frozen concentrate",99¢,1,8,,$1.29,selected varieties frozen 295 mL,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
"no name® , PC® or Blue Menu® cream cheese",$2.99,1,,,,250 g or no name® cottage cheese 500 g selected varieties,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Nutella hazelnut spread,$4.99,1,,,,725 g,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Old El Paso meal kits,$3.99,1,,,,selected varieties 227-510 g,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Robin Hood oats,$5,2,,,$2.50,1 kg or Quaker instant oats 325-430 g selected varieties,,2 for $5 or $2.50 each,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Stouffer’s Sauté Sensations entrées,$4.99,1,,,,selected varieties frozen 640 g,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
"Stouffer’s, Lean Cuisine or Bistro entrées",$5,2,,,$2.50,selected varieties frozen 167-340 g,,2 for $5 or $2.50 each,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Tropicana Tropics 100% juice blends,$5.99,1,,,,2.84 L Danone DanActive drinkable yogurt 8x93 mL or PC® Greek yogurt 8x100 g selected varieties,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Uncle Ben’s Bistro Express side dish,$2.49,1,,,,selected varieties 240/250 g,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Van Houtte or Timothy’s k-cup or Marley coffee,$9.49,1,,,,selected varieties pod 10/12,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
VH sauce or marinade,$2.99,1,,,,selected varieties 296-455 mL,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Air Wick air freshners,$4.99,1,,,,"selected varieties 141-180 g, 20/80 mL",,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Bounty paper towel,$6.99,1,,,,pkg of 6 rolls or Scotties facial tissue pkg of 6 rolls selected varieties,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
"Campbell’s condensed soup, low fat creams, broths or homestyle",$5,4,,,$1.25,selected varieties 284 mL,,4 for $5 or $1.25 each,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Cesar dog food,$9.99,1,,,,selected varieties 12x100 g/1.2 kg,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Coca-Cola or Pepsi soft drinks,$4.98,3,,,$1.99,selected varieties 2 L,,3 for $4.98,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Fleecy liquid fabric softener,$4.99,1,,,,1.47 L or sheets pkg of 80 Arm & Hammer laundry detergent 1.81/2.03 L selected varieties,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Gatorade or Powerade,$10,2,,,$6.49,selected varieties 6x591 mL,,2 for $10,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Glad kitchen garbage bags,$5.99,1,,,,pkg of 10-52 or Resolve stain remover 625 g/1 L selected varieties,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
IAMS cat food,$8.99,1,,,,selected varieties 1.32-1.54 kg,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Lysol toilet bowl cleaner,$3.49,1,,,,80 g/946 mL Mr. Clean all purpose cleaners 946 mL/1.2 L selected varieties,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Miss Vickie’s potato chips,$2.99,1,10,,$4.29,selected varieties 200/220 g,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Nestlé or Christie frozen dessert,$4.99,1,,,,1.5 L or novelties pkg of 4/6 selected varieties frozen,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
no name ® clumping cat litter,$8.99,1,,,,"Club Pack ® , selected varieties 18 kg",,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Ocean Spray 100% juice or juice blends,$10,3,,,$3.33,selected varieties 1.89 L/6 x 295 mL,,3 for $10 or $3.33 each,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Old Dutch potato chips,$6,2,,,$3,255 g or Snyder's pretzels 240 g selected varieties,,2 for $6 or $3 each,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
PC ® or Blue Menu ® 100% sparkling fruit juice,$1.99,1,10,,$2.49,4x250 mL PC ® mist water 6x500 mL Pure Leaf tea 547 mL Monster or Rockstar 473 mL selected varieties,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Pringles potato chips,$4,2,,,$2.49,selected varieties 150-187 g,,2 for $4,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Purina Dog Chow,$16.99,1,,,,selected varieties 7.2/8 kg,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Quaker Crispy Minis rice chips or rice cakes,$4,2,,,$2,selected varieties 100-199 g,,2 for $4 or $2 each,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Quaker Harvest Crunch granola bars,$2.49,1,,,,selected varieties 175-210 g,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
"Reese, Oh Henry or Hershey’s snack size bars",$6.79,1,,,,selected varieties pkg of 30,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
St Hubert sauce,$5,4,,,$1.25,398 mL or Green Giant vegetables 341-398 mL selected varieties,,4 for $5 or $1.25 each,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
"Unico beans, chick peas",$5,4,,,$1.25,540 mL or tomatoes 796 mL selected varieties,,4 for $5 or $1.25 each,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Angie’s Boom Chicka pop popcorn,$6,2,,,$3.99,selected varieties 85-198 g,,2 for $6 or $3.99 each,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Blue Diamond almond breeze non-dairy beverage,$7,2,,,$3.50,selected varieties 1.89 L,,2 for $7 or $3.50 each,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Cracker Barrel cheese bars,$5.99,1,10,,$6.49,"400/460 g, Réserve bars 250 g or shredded cheese 250-320 g selected varieties",,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Jell-O refrigerated Ready-To-Eat snacks,$5,2,,,$2.50,selected varieties 4/6 x 65-113 g,,2 for $5 or $2.50 each,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Kraft 100% Parmesan grated cheese,$6.49,1,,,,selected varieties 250 g,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Kraft aMOOza! Twists cheese snacks,$4.99,1,10,,$5.99,252 g or Cracker Barrel natural cheese slices 220/240 g selected varieties,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Kraft BBQ sauce,$3,2,,,$1.50,selected varieties 455 mL,,2 for $3 or $1.50 each,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Kraft Dinner macaroni & cheese,$5,4,,,$1.25,225 g,,4 for $5 or $1.25 each,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Kraft dressings,$1.99,1,,,,selected varieties 475 mL,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Kraft Philadelphia cream cheese,$3.49,1,,,,227/250 g or Dips 227 g selected varieties,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Kraft Singles or Cheez Whiz,$4.99,1,,,,450 g or Kraft peanut butter 750 g-1 kg selected varieties,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Maxwell House roast and ground coffee,$8.99,1,,,,selected varieties 631-925 g,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Miracle Whip spread,$3.33,1,,,,selected varieties 650/890 mL,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Nabob roast & ground coffee,$7.99,1,,,,"350-400 g, Tassimo T DISCs** 8–16 pack or Keurig compatible single serve pods † 117 g selected varieties",,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Natural Calm magnesium citrate powder,$28.99,1,,,,selected varieties 226 g,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Nature’s Path crunchy granola bars,$7,2,,,$3.50,selected varieties 200 g,,2 for $7 or $3.50 each,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Olympic organic yogurt,$7,2,,,$3.50,selected varieties 650 g,,2 for $7 or $3.50 each,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
PC ® coconut water,$2.99,1,,,,selected varieties 1 L,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Vega snack bar,$5,3,,,$1.67,selected varieties 42 g,,3 for $5 or $1.67 each,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Zevia soft drinks,$4.49,1,6,,$5.99,selected varieties 6 x 355 mL,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Aerius Allergy tabs,$15.99,1,,,,20's Claritin tabs 30's liquid gels 24’s or Ombrelle sunscreen 240 mL selected varieties,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Always pads,$3.99,1,,,,12-24's liners 30-60's Includes Infinity & Radiant or Tampax Pearl or Radiant tampons 16-20's selected varieties,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Axe or St. Ives body wash,$2.99,1,,,,selected varieties 473/709 mL,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Colgate Super Premium toothpaste,$3.49,1,,,,85-170mL or Optic White or 360 manual toothbrush each or Total mouthwash 250 mL selected varieties,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Crest Premium toothpaste,$1.99,1,,,$1.99,"85-130 mL Scope rinse 500 mL Oral-B Indicator, Stages or Advantage manual toothbrush selected varieties",,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Dove,$4,2,,,$2,2 x 90 g Lever 2000 4 x 89 g bar soap or Degree base antiperspirant 48-85 g excludes Adrenaline selected varieties,,2 for $4 or $2 each,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Enfamil A+ concentrate,$46.99,1,,,,12 x 385mL or ready to feed 18 x 237mL formula selected varieties,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
"Gillette Mach 3, Venus or Sensor triple blade disposable razors",$7.99,1,,,,selected varieties 1/3's,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Head & Shoulders or Herbal Essences shampoo or conditioner or Garnier Belle Color hair colour,$4.99,1,,,,selected varieties and sizes,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Huggies or Pampers club size plus diapers,$30.99,1,,,,selected varieties 92-198's,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Huggies or Pampers mega pack training pants,$16.99,1,,,,selected varieties 20-44's,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
John Frieda shampoo conditioner or styling or Garnier Nutrisse or L’Oréal Castings hair colour,$6.99,1,,,,selected varieties and sizes,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
"L’Oréal Hair Expertise shampoo, conditioner or styling",$3.99,1,,,,selected varieties and sizes,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Listerine Ultra Clean or Total Care rinse,$6.99,1,,,,"946 mL/1L Oral-B Pulsar, Crossaction or Advantage power toothbrush each selected varieties",,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Live Clean or Garnier Fructis shampoo or conditioner,$4.99,1,,,,selected varieties and sizes,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Nicorette,$28.99,1,,,,"2mg/4mg gum 100/105's, inhaler 42’s Quick Mist or Nicoderm clear patch 7’s steps 1-3 selected varieties",,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Olay Total Effects or Olay Regenerist facial skin care,$22.99,1,,,,selected varieties 15-75 mL,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
One A Day Adult multivitamins,$8.99,1,,,,60’s/90’s or Flintstones children’s multivitamins 50’s/60’s or exact™ inulin fibre digestive aid 340 g selected varieties,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Pampers 9X or Huggies 10X baby wipes,$17.49,1,,,,selected varieties 576-768's,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
PC ® Organics baby food pouch,$5,4,,,$1.33,selected varieties 128 mL,,4 for $5 or $1.33 each,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
PC ® Organics Fruit Twists,$3.49,1,,,,60 g Gerber toddler snacks 28-170 g or baby cereal 227 g selected varieties,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
PC ® Organics mini cereal bars,$5,2,,,$2.50,160 g Heinz toddler snacks 40-180 g or Mum-Mum rice rusks 50/60 g selected varieties,,2 for $5 or $2.50 each,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Secret or Gillette clinical antiperspirant,$6.99,1,,,,45/48 g Olay body wash 700 mL or bar soap 8 x 90 g selected varieties,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Softsoap liquid hand soap pump,$2,1,,,$2,225 mL or Lady/Mennen Speed Stick base antiperspirant 45-70 g selected varieties 2/4$  or,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
St. Ives facial scrub,$3.99,1,,,,150-300 mL body lotion 600 mL or lotion spray 184 g selected varieties,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Trojan condoms,,1,,,,selected varieties 10/12's,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Tums extra strength tablet,$8.99,1,,,,"160’s Voltaren Emugel 30g/50g exact™ ibuprofen, A.S.A, or acetominophen selected varieties and sizes",,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Vaseline petroleum jelly,$3.49,1,,,,375 g Q-tips cotton swabs 500's or Dove Baby wash 440 mL selected varieties,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Folgers Coffee,$8.99,1,,,,675 – 920g,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Folgers Gourmet Selections® K-Cup® Pods,$7.99,1,,,,12 count,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Gelato,$2.99,1,8,,$4.99,each,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Kellogg's,$3.99,1,,,,,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Kellogg's,$2.49,1,,,,,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Keurig ®,$7.99,1,,,,Compatible Single Serve Pods † 117g selected varieties,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Lay's® OR Ruffles® potato chips,$7.98,3,,,$3.49,"(230-270 g, selected varieties)",,3 for $7.98,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
"Maple Leaf ® Natural Selections ® deli meat, pre-packaged",$5.99,1,,,,"(selected varieties, 175 g)",,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Orville Redenbacher's® Popcorn Chips,$7,2,,,$3.50,,,2 for $7 or $3.50 each,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Pepsi ® soft drinks,$3.99,1,,,,"(4 x 355 mL, selected varieties)",,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Pepsi soft drinks,$5.49,1,,,,(12 x 355 mL selected varieties),,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Quaker ® Crispy Minis ® rice chips/tortilla style rice chips,$4,2,,,$2,"(100 g, selected varieties)",,2 for $4 or $2 each,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Quaker Chewy ® OR Dipps ® granola bars,$6.99,3,,,$2.99,"(156-187 g, selected varieties)",,3 for $6.99,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Roast Ground & Whole Bean Coffee,$7.99,1,,,,"350 – 400g, selected varieties",,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Robin Hood Quick Bread Mix,,1,,,,396 – 493g FREE *,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
TASSIMO T DISCS,$7.99,1,,,,"8 – 16pk, selected varieties",,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Tropicana® products,$3.99,1,,,,"(1.36 - 1.75 L, selected varieties)",,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
"Wonder™ White Hotdog Buns 8pk, Wonder™ White Hamburger Buns 8pk",$4.50,2,,,$2.49,,,2 for $4.50 or $2.49 each,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Bounce protein,$5,3,,,$1.67,selected varieties 49 g,,3 for $5 or $1.67 each,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Central Roast raw cashews or walnuts,$5.99,1,,,,225 g,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Dream non dairy beverages,$4,2,,,$2,selected varieties 946 mL,,2 for $4 or $2 each,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Greek Gods greek style yogurt,$4.99,1,,,,selected varieties 500 g,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Kashi cereal,$3.99,1,,,,selected varieties 292-400 g,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Kettle chips,$7.98,3,,,$2.99,200/220 g,,3 for $7.98 or $2.99 each,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Larabar fruit & nut energy bar,$6.99,1,,,,selected varieties pkg of 5,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Nature's Path Love Crunch granola,$4.99,1,,,,325 g,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
PC ® coconut water,$2.99,1,,,,1 L,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Progressive VegeGreens,$55.99,1,,,,original 510 g,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Salba chia seeds premium ground,$7.99,1,,,,150 g,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
Tazo tea,$4.99,1,,,,31 g,,,Zehrs Big Bay Point, 620 Yonge Street,Barrie,ON,L4N4E6
